Data;GBP/PLN
12/09/2017;4.7169
13/09/2017;4.7303
14/09/2017;4.7504
15/09/2017;4.8521
18/09/2017;4.8662
19/09/2017;4.8277
20/09/2017;4.8313
21/09/2017;4.854
22/09/2017;4.8369
25/09/2017;4.8543
26/09/2017;4.8873
27/09/2017;4.9086
28/09/2017;4.9013
29/09/2017;4.8842
02/10/2017;4.8914
03/10/2017;4.8668
04/10/2017;4.8561
05/10/2017;4.8157
06/10/2017;4.8121
09/10/2017;4.8158
10/10/2017;4.8061
11/10/2017;4.7803
12/10/2017;4.7635
13/10/2017;4.7909
16/10/2017;4.7889
17/10/2017;4.7709
18/10/2017;4.7392
19/10/2017;4.7208
20/10/2017;4.7221
23/10/2017;4.752
24/10/2017;4.7553
25/10/2017;4.7441
26/10/2017;4.7482
27/10/2017;4.7856
30/10/2017;4.7956
31/10/2017;4.8233
02/11/2017;4.8131
03/11/2017;4.7586
06/11/2017;4.7938
07/11/2017;4.82
08/11/2017;4.8066
09/11/2017;4.7752
10/11/2017;4.7709
13/11/2017;4.7576
14/11/2017;4.7317
15/11/2017;4.7148
16/11/2017;4.7401
17/11/2017;4.7662
20/11/2017;4.7671
21/11/2017;4.7738
22/11/2017;4.7546
23/11/2017;4.731
24/11/2017;4.7295
27/11/2017;4.7089
28/11/2017;4.7073
29/11/2017;4.7405
30/11/2017;4.7847
01/12/2017;4.7675
04/12/2017;4.7685
05/12/2017;4.76
06/12/2017;4.7715
07/12/2017;4.7801
08/12/2017;4.8261
11/12/2017;4.7646
12/12/2017;4.7652
13/12/2017;4.7895
14/12/2017;4.806
15/12/2017;4.8061
18/12/2017;4.7717
19/12/2017;4.7578
20/12/2017;4.7483
21/12/2017;4.7318
22/12/2017;4.7387
27/12/2017;4.7272
28/12/2017;4.7126
29/12/2017;4.7001
02/01/2018;4.6805
03/01/2018;4.703
04/01/2018;4.6691
05/01/2018;4.6663
08/01/2018;4.699
09/01/2018;4.7347
10/01/2018;4.724
11/01/2018;4.7136
12/01/2018;4.6777
15/01/2018;4.6902
16/01/2018;4.706
17/01/2018;4.7051
18/01/2018;4.7216
19/01/2018;4.7301
22/01/2018;4.7304
23/01/2018;4.7527
24/01/2018;4.7563
25/01/2018;4.7688
26/01/2018;4.7489
29/01/2018;4.7082
30/01/2018;4.7061
31/01/2018;4.7076
01/02/2018;4.7512
02/02/2018;4.7381
05/02/2018;4.7111
06/02/2018;4.6877
07/02/2018;4.6886
08/02/2018;4.7298
09/02/2018;4.769
12/02/2018;4.7244
13/02/2018;4.709
14/02/2018;4.6846
15/02/2018;4.6763
16/02/2018;4.6769
19/02/2018;4.6829
20/02/2018;4.7042
21/02/2018;4.7072
22/02/2018;4.7233
23/02/2018;4.7365
26/02/2018;4.7527
27/02/2018;4.7199
28/02/2018;4.7482
01/03/2018;4.7207
02/03/2018;4.7109
05/03/2018;4.6975
06/03/2018;4.7
07/03/2018;4.6788
08/03/2018;4.7046
09/03/2018;4.7142
12/03/2018;4.72
13/03/2018;4.7404
14/03/2018;4.7506
15/03/2018;4.7556
16/03/2018;4.7778
19/03/2018;4.7982
20/03/2018;4.8114
21/03/2018;4.8564
22/03/2018;4.8445
23/03/2018;4.8368
26/03/2018;4.8475
27/03/2018;4.7993
28/03/2018;4.8081
29/03/2018;4.8018
30/03/2018;4.7974
03/04/2018;4.8124
04/04/2018;4.8179
05/04/2018;4.816
06/04/2018;4.8056
09/04/2018;4.8221
10/04/2018;4.8267
11/04/2018;4.8069
12/04/2018;4.8022
13/04/2018;4.8372
16/04/2018;4.8047
17/04/2018;4.8102
18/04/2018;4.7861
19/04/2018;4.777
20/04/2018;4.766
23/04/2018;4.779
24/04/2018;4.8002
25/04/2018;4.8218
26/04/2018;4.8454
27/04/2018;4.8379
30/04/2018;4.7888
02/05/2018;4.8516
04/05/2018;4.843
07/05/2018;4.8236
08/05/2018;4.8471
09/05/2018;4.8894
10/05/2018;4.8513
11/05/2018;4.8311
14/05/2018;4.8314
15/05/2018;4.864
16/05/2018;4.8875
17/05/2018;4.9093
18/05/2018;4.9117
21/05/2018;4.9071
22/05/2018;4.8814
23/05/2018;4.9034
24/05/2018;4.9056
25/05/2018;4.9061
28/05/2018;4.9089
29/05/2018;4.9356
30/05/2018;4.9383
01/06/2018;4.9102
04/06/2018;4.9002
05/06/2018;4.8913
06/06/2018;4.8911
07/06/2018;4.8542
08/06/2018;4.89
11/06/2018;4.8451
12/06/2018;4.8604
13/06/2018;4.8582
14/06/2018;4.8596
15/06/2018;4.8998
18/06/2018;4.9003
19/06/2018;4.9202
20/06/2018;4.9159
21/06/2018;4.9309
22/06/2018;4.9209
25/06/2018;4.9119
26/06/2018;4.9281
27/06/2018;4.9285
28/06/2018;4.9339
29/06/2018;4.927
02/07/2018;4.966
03/07/2018;4.9754
04/07/2018;4.9863
05/07/2018;4.9627
06/07/2018;4.9305
09/07/2018;4.9159
10/07/2018;4.899
11/07/2018;4.9048
12/07/2018;4.8953
13/07/2018;4.8896
16/07/2018;4.8811
17/07/2018;4.8572
18/07/2018;4.8276
19/07/2018;4.8348
20/07/2018;4.8376
23/07/2018;4.85
24/07/2018;4.855
25/07/2018;4.8414
26/07/2018;4.83
27/07/2018;4.8353
30/07/2018;4.8155
31/07/2018;4.795
01/08/2018;4.7989
02/08/2018;4.8128
03/08/2018;4.7983
06/08/2018;4.7863
07/08/2018;4.7624
08/08/2018;4.7465
09/08/2018;4.7464
10/08/2018;4.7812
13/08/2018;4.8298
14/08/2018;4.8232
16/08/2018;4.8135
17/08/2018;4.8043
20/08/2018;4.8009
21/08/2018;4.7951
22/08/2018;4.7798
23/08/2018;4.7724
24/08/2018;4.7501
27/08/2018;4.7282
28/08/2018;4.7166
29/08/2018;4.7316
30/08/2018;4.776
31/08/2018;4.7917
03/09/2018;4.7692
04/09/2018;4.779
05/09/2018;4.7856
06/09/2018;4.8071
07/09/2018;4.7887
10/09/2018;4.8255
11/09/2018;4.8371
12/09/2018;4.8433
13/09/2018;4.8432
14/09/2018;4.8346
17/09/2018;4.8314
18/09/2018;4.837
19/09/2018;4.8406
20/09/2018;4.8412
21/09/2018;4.8116
24/09/2018;4.804
25/09/2018;4.7987
26/09/2018;4.798
27/09/2018;4.7982
28/09/2018;4.8055
01/10/2018;4.8149
02/10/2018;4.8403
03/10/2018;4.8293
04/10/2018;4.8618
05/10/2018;4.8897
08/10/2018;4.9058
09/10/2018;4.9161
10/10/2018;4.9276
11/10/2018;4.9336
12/10/2018;4.9081
15/10/2018;4.872
16/10/2018;4.8872
17/10/2018;4.8794
18/10/2018;4.8906
19/10/2018;4.9014
22/10/2018;4.8642
23/10/2018;4.8704
24/10/2018;4.8758
